時間（秒）,Ⅱ-Ⅰ-１,Ⅱ-Ⅰ-２,Ⅱ-Ⅰ-３,Ⅱ-Ⅱ-１,Ⅱ-Ⅱ-２,Ⅱ-Ⅱ-３,Ⅱ-Ⅲ-１,Ⅱ-Ⅲ-２,Ⅱ-Ⅲ-３
2.23,-84.657 ,-40.390 ,-15.101 ,-372.603 ,-49.946 ,43.785 ,21.054 ,27.080 ,-50.524 
2.24,-100.686 ,-8.778 ,-16.049 ,-373.944 ,-88.601 ,62.796 ,22.472 ,15.373 ,-40.750 
2.25,-109.650 ,17.742 ,-15.056 ,-360.396 ,-117.928 ,72.566 ,33.156 ,27.007 ,-51.349 
2.26,-110.028 ,37.307 ,-11.216 ,-339.367 ,-138.215 ,84.776 ,31.379 ,46.640 ,-46.791 
2.27,-106.540 ,53.830 ,-5.493 ,-311.524 ,-149.264 ,95.382 ,24.936 ,38.899 ,-22.578 
2.28,-103.440 ,55.717 ,0.567 ,-269.476 ,-152.132 ,111.138 ,30.989 ,23.566 ,-20.991 
2.29,-102.510 ,47.156 ,6.849 ,-216.097 ,-150.288 ,132.277 ,27.522 ,40.408 ,-41.303 
2.3,-102.729 ,36.799 ,12.532 ,-163.863 ,-150.322 ,145.684 ,11.356 ,63.139 ,-38.265 
2.30999999999999,-105.019 ,24.716 ,17.523 ,-116.553 ,-158.853 ,154.408 ,9.136 ,51.344 ,-20.601 
2.31999999999999,-111.795 ,11.930 ,21.420 ,-68.537 ,-172.694 ,161.547 ,12.285 ,34.295 ,-27.594 
2.32999999999999,-120.662 ,10.012 ,21.696 ,-18.576 ,-181.830 ,176.158 ,7.079 ,49.817 ,-45.602 
2.33999999999999,-132.107 ,9.297 ,17.826 ,27.196 ,-181.090 ,180.272 ,5.309 ,66.754 ,-34.717 
2.34999999999999,-143.993 ,8.553 ,10.927 ,61.633 ,-175.177 ,186.387 ,6.771 ,57.430 ,-18.628 
2.35999999999999,-158.149 ,10.543 ,3.591 ,87.650 ,-172.103 ,180.100 ,8.371 ,46.960 ,-27.237 
2.36999999999999,-170.144 ,3.457 ,-2.088 ,115.157 ,-169.648 ,173.696 ,14.712 ,55.577 ,-29.262 
2.37999999999999,-180.059 ,-10.862 ,-9.823 ,145.934 ,-156.797 ,178.048 ,18.913 ,65.049 ,-16.591 
2.38999999999999,-182.568 ,-25.646 ,-20.648 ,173.938 ,-133.738 ,172.467 ,18.460 ,57.940 ,-14.272 
2.39999999999999,-168.080 ,-45.129 ,-28.986 ,198.310 ,-112.297 ,158.717 ,16.432 ,52.349 ,-22.456 
2.40999999999999,-149.863 ,-58.492 ,-32.493 ,223.081 ,-96.981 ,152.849 ,10.891 ,61.801 ,-31.679 
2.41999999999999,-115.227 ,-57.947 ,-33.138 ,250.632 ,-76.527 ,143.463 ,12.587 ,60.967 ,-30.650 
2.42999999999999,-87.439 ,-53.898 ,-34.148 ,280.299 ,-40.573 ,138.206 ,20.296 ,52.152 ,-33.841 
2.43999999999999,-68.220 ,-40.908 ,-34.431 ,308.500 ,6.767 ,125.556 ,10.678 ,57.397 ,-52.625 
2.44999999999999,-53.073 ,-23.948 ,-27.191 ,331.450 ,53.304 ,118.662 ,-2.272 ,67.674 ,-54.941 
2.45999999999999,-70.118 ,-17.462 ,-14.041 ,351.389 ,93.557 ,107.502 ,7.501 ,66.572 ,-50.271 
2.46999999999999,-88.841 ,-8.264 ,-2.826 ,372.291 ,128.794 ,92.205 ,17.157 ,53.399 ,-47.669 
2.47999999999999,-119.700 ,0.101 ,7.554 ,394.439 ,158.997 ,87.614 ,10.508 ,50.782 ,-46.696 
2.48999999999999,-147.606 ,2.314 ,20.884 ,413.635 ,176.710 ,74.911 ,6.137 ,64.698 ,-45.484 
2.49999999999999,-153.767 ,26.126 ,36.410 ,424.629 ,169.060 ,62.406 ,8.357 ,60.149 ,-28.667 
2.50999999999999,-149.526 ,45.520 ,51.890 ,426.774 ,131.692 ,49.253 ,13.023 ,37.126 ,-18.486 
2.51999999999999,-118.417 ,74.176 ,64.143 ,422.246 ,76.938 ,40.967 ,20.373 ,29.804 ,-20.761 
2.52999999999999,-83.125 ,106.629 ,72.935 ,407.630 ,17.371 ,32.142 ,20.090 ,38.361 ,-23.298 
2.53999999999999,-46.081 ,118.370 ,79.336 ,375.099 ,-47.290 ,23.705 ,13.007 ,41.173 ,-15.712 
2.54999999999999,-9.018 ,130.398 ,79.866 ,320.206 ,-123.256 ,16.684 ,16.179 ,29.961 ,-8.214 
2.55999999999999,6.303 ,124.788 ,72.337 ,246.658 ,-206.934 ,14.900 ,25.605 ,16.113 ,-19.499 
2.56999999999999,15.569 ,113.979 ,58.700 ,163.386 ,-281.577 ,9.189 ,24.771 ,25.448 ,-29.669 
2.57999999999999,12.100 ,103.061 ,40.115 ,77.598 ,-333.636 ,5.721 ,17.540 ,44.722 ,-25.659 
2.58999999999999,2.398 ,90.424 ,18.033 ,-10.447 ,-377.158 ,9.927 ,10.210 ,41.364 ,-15.923 
2.59999999999999,-0.416 ,85.090 ,-3.562 ,-97.541 ,-434.511 ,8.463 ,2.432 ,32.046 ,-23.818 
2.60999999999999,2.522 ,81.390 ,-20.941 ,-167.804 ,-470.379 ,4.540 ,0.501 ,40.857 ,-36.005 
2.61999999999999,14.817 ,74.440 ,-34.581 ,-207.899 ,-480.266 ,3.863 ,-5.776 ,61.304 ,-36.286 
2.62999999999999,28.654 ,62.686 ,-46.574 ,-221.861 ,-481.655 ,3.849 ,-28.373 ,64.883 ,-30.968 
2.63999999999999,50.499 ,38.247 ,-54.323 ,-216.784 ,-484.911 ,3.709 ,-40.543 ,49.612 ,-29.509 
2.64999999999999,72.313 ,10.398 ,-54.131 ,-192.303 ,-487.324 ,1.337 ,-30.703 ,49.414 ,-47.857 
2.65999999999999,90.594 ,-26.284 ,-47.670 ,-146.552 ,-487.667 ,-0.156 ,-31.797 ,59.758 ,-63.447 
2.66999999999999,109.153 ,-50.340 ,-37.838 ,-84.525 ,-487.018 ,2.261 ,-44.881 ,51.113 ,-53.380 
2.67999999999999,124.447 ,-61.081 ,-23.116 ,-18.801 ,-489.347 ,5.596 ,-40.110 ,37.467 ,-48.454 
2.68999999999999,132.831 ,-61.876 ,-1.644 ,40.417 ,-499.530 ,14.195 ,-24.386 ,32.647 ,-63.485 
2.69999999999999,142.666 ,-22.287 ,23.255 ,92.208 ,-509.097 ,27.404 ,-17.458 ,38.127 ,-70.743 
2.70999999999999,150.870 ,9.985 ,46.094 ,138.031 ,-506.231 ,39.459 ,-16.303 ,42.872 ,-61.284 
2.71999999999999,151.416 ,53.503 ,62.677 ,175.220 ,-490.646 ,58.114 ,-13.230 ,40.110 ,-50.333 
2.72999999999999,148.849 ,89.458 ,70.528 ,198.722 ,-468.004 ,80.948 ,-4.093 ,44.883 ,-49.990 
2.73999999999999,144.530 ,93.144 ,70.033 ,208.407 ,-436.611 ,105.158 ,3.253 ,59.192 ,-46.768 
2.74999999999999,139.666 ,94.126 ,62.788 ,209.887 ,-387.817 ,132.930 ,-0.599 ,66.366 ,-42.379 
2.75999999999999,137.526 ,65.610 ,50.828 ,208.259 ,-342.810 ,156.724 ,-4.489 ,70.453 ,-45.852 
2.76999999999999,142.106 ,34.421 ,36.425 ,204.332 ,-296.270 ,175.334 ,-2.315 ,72.404 ,-37.119 
2.77999999999998,146.424 ,3.085 ,22.507 ,197.975 ,-249.845 ,194.494 ,1.275 ,75.035 ,-24.949 
2.78999999999998,148.637 ,-25.514 ,14.513 ,189.876 ,-212.162 ,217.997 ,4.248 ,81.159 ,-44.236 
2.79999999999998,151.996 ,-49.108 ,12.111 ,181.947 ,-181.474 ,233.941 ,-2.327 ,75.935 ,-54.528 
2.80999999999998,153.159 ,-69.400 ,8.354 ,176.420 ,-151.766 ,232.750 ,-9.840 ,69.558 ,-36.464 
2.81999999999998,133.329 ,-84.992 ,2.804 ,172.461 ,-122.496 ,232.738 ,-1.147 ,68.601 ,-34.427 
2.82999999999998,110.131 ,-105.407 ,-2.444 ,165.016 ,-95.706 ,245.792 ,5.758 ,56.537 ,-48.003 
2.83999999999998,82.170 ,-111.581 ,-8.846 ,152.078 ,-66.789 ,251.894 ,-4.898 ,43.287 ,-48.036 
2.84999999999998,53.204 ,-117.684 ,-15.311 ,135.653 ,-28.495 ,246.507 ,-14.923 ,41.236 ,-41.359 
2.85999999999998,37.644 ,-111.270 ,-20.530 ,117.083 ,19.823 ,239.447 ,-9.328 ,31.586 ,-46.257 
2.86999999999998,30.405 ,-93.356 ,-23.267 ,94.937 ,72.121 ,249.087 ,-0.174 ,15.036 ,-38.771 
2.87999999999998,41.760 ,-70.286 ,-19.847 ,67.057 ,124.725 ,262.756 ,-5.679 ,10.555 ,-33.600 
2.88999999999998,51.949 ,-41.284 ,-9.967 ,33.394 ,180.487 ,270.099 ,-16.925 ,18.078 ,-51.836 
2.89999999999998,78.835 ,-21.245 ,3.949 ,-1.540 ,241.639 ,274.725 ,-17.059 ,21.397 ,-51.576 
2.90999999999998,106.263 ,-0.881 ,20.513 ,-35.090 ,297.701 ,282.442 ,-12.242 ,13.234 ,-26.324 
2.91999999999998,108.586 ,11.468 ,37.770 ,-70.342 ,337.903 ,300.913 ,-11.814 ,13.428 ,-32.191 
2.92999999999998,111.892 ,24.327 ,55.228 ,-108.485 ,373.589 ,314.935 ,-20.870 ,29.046 ,-57.557 
2.93999999999998,106.657 ,47.445 ,72.404 ,-143.428 ,403.042 ,317.308 ,-35.232 ,34.912 ,-44.499 
2.94999999999998,92.228 ,64.720 ,83.139 ,-172.496 ,407.365 ,313.123 ,-35.084 ,24.260 ,-22.790 
2.95999999999998,80.762 ,105.668 ,83.326 ,-198.664 ,392.311 ,309.207 ,-26.770 ,25.421 ,-38.834 
2.96999999999998,69.955 ,145.498 ,76.344 ,-221.208 ,352.882 ,300.982 ,-33.855 ,36.002 ,-48.900 
2.97999999999998,58.427 ,172.586 ,61.330 ,-236.468 ,311.579 ,280.038 ,-43.778 ,32.613 ,-25.340 
2.98999999999998,46.645 ,202.154 ,35.259 ,-246.336 ,251.762 ,249.297 ,-38.999 ,25.467 ,-18.960 
2.99999999999998,36.800 ,200.453 ,4.040 ,-254.099 ,190.549 ,213.318 ,-27.378 ,30.109 ,-28.258 
3.00999999999998,22.237 ,188.658 ,-25.601 ,-259.788 ,137.495 ,168.763 ,-16.513 ,30.972 ,-14.691 
3.01999999999998,-7.917 ,153.863 ,-50.864 ,-264.142 ,95.734 ,123.736 ,-15.046 ,18.372 ,-0.007 
3.02999999999998,-36.400 ,111.854 ,-68.039 ,-271.948 ,69.072 ,74.504 ,-16.620 ,9.850 ,-6.296 
3.03999999999998,-66.978 ,63.561 ,-74.954 ,-284.828 ,63.390 ,24.391 ,4.346 ,10.793 ,-4.656 
3.04999999999998,-97.968 ,16.395 ,-72.337 ,-300.264 ,79.950 ,-31.986 ,27.123 ,6.046 ,3.164 
3.05999999999998,-119.777 ,-12.927 ,-63.412 ,-317.926 ,111.076 ,-86.547 ,21.045 ,-12.073 ,-3.235 
3.06999999999998,-138.626 ,-47.576 ,-52.602 ,-338.167 ,147.372 ,-130.638 ,21.772 ,-24.998 ,-9.736 
3.07999999999998,-147.928 ,-61.665 ,-41.584 ,-355.460 ,186.590 ,-165.598 ,45.112 ,-22.592 ,-12.516 
3.08999999999998,-152.027 ,-75.154 ,-30.456 ,-363.186 ,228.193 ,-210.461 ,53.942 ,-20.938 ,-13.628 
3.09999999999998,-148.653 ,-92.048 ,-20.274 ,-359.197 ,266.144 ,-255.807 ,46.558 ,-27.112 ,-15.977 
3.10999999999998,-139.675 ,-95.759 ,-12.673 ,-342.459 ,293.893 ,-278.644 ,39.469 ,-32.283 ,-12.723 
3.11999999999998,-136.379 ,-106.277 ,-7.250 ,-308.263 ,313.641 ,-295.736 ,33.281 ,-30.193 ,-3.718 
3.12999999999998,-129.539 ,-109.142 ,-1.680 ,-256.265 ,331.711 ,-318.674 ,29.527 ,-17.707 ,6.419 
3.13999999999998,-116.542 ,-93.539 ,1.620 ,-194.305 ,349.446 ,-342.185 ,14.726 ,-2.322 ,20.862 
3.14999999999998,-108.631 ,-78.655 ,-2.564 ,-128.405 ,362.001 ,-350.239 ,-10.328 ,1.564 ,32.923 
3.15999999999998,-97.924 ,-44.679 ,-13.546 ,-61.015 ,366.135 ,-355.111 ,-21.181 ,2.993 ,49.162 
3.16999999999998,-85.933 ,-9.983 ,-27.264 ,1.188 ,365.744 ,-360.165 ,-25.322 ,23.460 ,59.748 
3.17999999999998,-76.145 ,26.874 ,-41.569 ,48.439 ,356.476 ,-365.448 ,-32.400 ,48.199 ,60.242 
3.18999999999998,-64.989 ,65.167 ,-55.521 ,75.946 ,345.134 ,-368.750 ,-33.086 ,62.688 ,63.294 
3.19999999999998,-46.561 ,89.312 ,-68.174 ,87.914 ,327.938 ,-370.064 ,-37.065 ,72.277 ,61.342 
3.20999999999998,-32.313 ,112.394 ,-76.862 ,87.145 ,302.990 ,-368.561 ,-39.971 ,73.474 ,57.351 
3.21999999999998,-22.092 ,120.575 ,-78.774 ,70.503 ,279.011 ,-366.552 ,-27.266 ,82.457 ,46.864 
3.22999999999998,-10.243 ,127.680 ,-76.858 ,39.708 ,265.125 ,-369.101 ,-18.003 ,99.419 ,30.054 
3.23999999999998,-6.023 ,119.117 ,-75.285 ,7.842 ,259.033 ,-369.509 ,-22.540 ,89.986 ,36.216 
3.24999999999997,-5.164 ,107.388 ,-70.270 ,-15.714 ,250.541 ,-369.560 ,-28.636 ,61.635 ,43.876 
3.25999999999997,-11.727 ,96.459 ,-58.428 ,-35.974 ,239.071 ,-370.736 ,-26.973 ,42.973 ,33.169 
3.26999999999997,-20.253 ,78.939 ,-42.248 ,-56.624 ,230.358 ,-374.754 ,-13.991 ,34.860 ,34.340 
3.27999999999997,-31.372 ,71.184 ,-20.474 ,-66.067 ,216.451 ,-381.515 ,-10.990 ,18.002 ,57.877 
3.28999999999997,-38.207 ,60.930 ,6.506 ,-59.472 ,184.758 ,-386.216 ,-27.550 ,-19.014 ,81.359 
3.29999999999997,-37.424 ,51.689 ,31.106 ,-49.595 ,140.346 ,-391.385 ,-30.461 ,-52.101 ,81.074 
3.30999999999997,-39.263 ,39.506 ,50.379 ,-44.724 ,93.571 ,-400.210 ,-12.768 ,-61.335 ,81.392 
3.31999999999997,-32.314 ,15.830 ,63.205 ,-39.139 ,43.962 ,-403.812 ,-4.800 ,-74.522 ,107.157 
3.32999999999997,-24.587 ,-16.603 ,64.331 ,-29.433 ,-9.840 ,-398.740 ,-16.346 ,-96.604 ,121.698 
3.33999999999997,-17.022 ,-68.250 ,54.922 ,-21.720 ,-58.779 ,-387.501 ,-27.258 ,-103.277 ,106.736 
3.34999999999997,-2.224 ,-117.190 ,41.111 ,-21.868 ,-96.169 ,-370.712 ,-16.418 ,-102.743 ,101.880 
3.35999999999997,10.478 ,-176.832 ,25.917 ,-25.313 ,-126.165 ,-348.482 ,0.172 ,-108.698 ,112.376 
3.36999999999997,25.508 ,-224.834 ,13.110 ,-25.828 ,-154.240 ,-292.409 ,-5.340 ,-108.369 ,110.156 
3.37999999999997,42.032 ,-254.034 ,5.449 ,-25.205 ,-179.388 ,-239.702 ,-14.201 ,-84.976 ,94.266 
3.38999999999997,54.932 ,-284.276 ,-0.876 ,-26.940 ,-200.450 ,-191.583 ,-0.125 ,-61.649 ,89.621 
3.39999999999997,63.903 ,-287.424 ,-10.626 ,-30.045 ,-220.820 ,-131.774 ,17.950 ,-63.385 ,104.425 
3.40999999999997,69.201 ,-290.229 ,-23.393 ,-32.687 ,-244.873 ,-71.138 ,15.499 ,-61.961 ,103.886 
3.41999999999997,60.641 ,-279.413 ,-37.181 ,-34.620 ,-274.397 ,-23.350 ,4.890 ,-30.406 ,91.543 
3.42999999999997,53.505 ,-252.875 ,-53.312 ,-36.778 ,-310.649 ,14.249 ,5.953 ,-1.053 ,98.103 
3.43999999999997,54.204 ,-203.875 ,-71.472 ,-35.315 ,-350.471 ,45.907 ,5.140 ,-7.915 ,115.850 
3.44999999999997,56.646 ,-141.704 ,-83.279 ,-25.407 ,-386.846 ,67.799 ,-15.318 ,-37.432 ,122.393 
3.45999999999997,76.923 ,-42.659 ,-81.318 ,-7.604 ,-447.495 ,85.901 ,-38.029 ,-45.007 ,106.502 
3.46999999999997,94.766 ,58.054 ,-68.990 ,19.451 ,-504.180 ,103.267 ,-45.378 ,-33.970 ,103.790 
3.47999999999997,117.402 ,143.983 ,-51.881 ,61.003 ,-550.235 ,120.655 ,-51.829 ,-54.365 ,122.102 
3.48999999999997,136.244 ,220.878 ,-30.550 ,113.777 ,-580.240 ,138.506 ,-70.038 ,-108.363 ,127.595 
3.49999999999997,129.511 ,239.310 ,-6.549 ,170.042 ,-591.008 ,164.990 ,-83.751 ,-145.982 ,113.283 
3.50999999999997,122.093 ,240.973 ,15.265 ,225.083 ,-580.923 ,203.484 ,-76.756 ,-155.409 ,104.905 
3.51999999999997,94.724 ,211.343 ,30.482 ,273.238 ,-548.208 ,246.308 ,-64.044 ,-161.321 ,128.742 
3.52999999999997,69.536 ,170.314 ,39.238 ,306.711 ,-495.102 ,288.124 ,-66.427 ,-174.559 ,143.052 
3.53999999999997,62.197 ,152.380 ,44.858 ,320.895 ,-426.926 ,333.065 ,-72.349 ,-193.998 ,138.598 
3.54999999999997,56.064 ,134.536 ,45.587 ,312.395 ,-367.813 ,378.430 ,-61.933 ,-204.232 ,154.224 
3.55999999999997,72.442 ,130.103 ,38.501 ,280.789 ,-328.156 ,412.256 ,-46.315 ,-181.960 ,178.711 
3.56999999999997,87.996 ,128.907 ,26.835 ,230.193 ,-290.608 ,438.349 ,-46.045 ,-143.700 ,182.393 
3.57999999999997,96.465 ,91.287 ,11.245 ,167.496 ,-263.891 ,454.374 ,-56.704 ,-135.024 ,179.024 
3.58999999999997,100.134 ,46.304 ,-9.880 ,102.121 ,-254.669 ,462.701 ,-58.325 ,-159.389 ,202.518 
3.59999999999997,80.583 ,-27.187 ,-31.766 ,44.560 ,-260.188 ,466.748 ,-45.556 ,-159.357 ,212.291 
3.60999999999997,55.590 ,-111.334 ,-48.184 ,0.769 ,-269.515 ,463.880 ,-38.091 ,-119.750 ,165.013 
3.61999999999997,28.722 ,-170.217 ,-56.497 ,-26.060 ,-275.644 ,452.922 ,-46.547 ,-105.958 ,134.824 
3.62999999999997,-2.274 ,-220.490 ,-58.409 ,-30.974 ,-280.299 ,444.873 ,-51.030 ,-139.962 ,158.224 
3.63999999999997,-13.111 ,-230.798 ,-55.508 ,-9.705 ,-284.945 ,440.109 ,-40.044 ,-162.371 ,148.997 
3.64999999999997,-27.875 ,-225.691 ,-45.724 ,31.355 ,-284.235 ,424.490 ,-29.257 ,-139.853 ,66.136 
3.65999999999997,-48.449 ,-214.495 ,-33.199 ,77.829 ,-272.458 ,411.891 ,-31.086 ,-113.827 ,34.105 
3.66999999999997,-68.343 ,-203.364 ,-23.715 ,122.882 ,-251.536 ,410.446 ,-33.363 ,-109.262 ,75.399 
3.67999999999997,-121.263 ,-217.884 ,-14.440 ,168.919 ,-228.361 ,400.760 ,-19.319 ,-121.780 ,60.342 
3.68999999999997,-171.275 ,-235.129 ,-4.241 ,211.705 ,-205.142 ,392.449 ,-4.252 ,-123.093 ,14.026 
3.69999999999997,-225.367 ,-256.890 ,7.789 ,238.995 ,-178.162 ,388.012 ,-2.232 ,-90.038 ,21.181 
3.70999999999997,-270.775 ,-269.501 ,25.303 ,246.420 ,-148.199 ,379.143 ,8.615 ,-67.037 ,47.583 
3.71999999999996,-278.905 ,-242.703 ,43.326 ,243.938 ,-122.461 ,364.672 ,23.316 ,-84.981 ,47.024 
3.72999999999996,-273.655 ,-205.710 ,55.784 ,239.832 ,-102.971 ,347.245 ,16.422 ,-95.930 ,46.639 
3.73999999999996,-226.207 ,-139.485 ,62.253 ,231.514 ,-83.308 ,329.694 ,10.016 ,-92.443 ,59.491 
3.74999999999996,-173.893 ,-78.597 ,58.873 ,217.697 ,-63.016 ,288.460 ,14.933 ,-93.029 ,59.958 
3.75999999999996,-129.035 ,-43.488 ,41.632 ,205.120 ,-46.868 ,248.311 ,-2.019 ,-89.970 ,40.630 
3.76999999999996,-84.370 ,-22.864 ,13.996 ,197.820 ,-32.321 ,207.379 ,-33.096 ,-89.506 ,40.300 
3.77999999999996,-73.555 ,-48.927 ,-16.446 ,194.445 ,-13.796 ,163.730 ,-43.000 ,-94.508 ,52.274 
3.78999999999996,-68.678 ,-80.800 ,-44.041 ,194.125 ,7.406 ,122.867 ,-48.342 ,-85.495 ,27.931 
3.79999999999996,-62.142 ,-111.331 ,-63.691 ,194.469 ,30.072 ,78.580 ,-70.487 ,-55.640 ,-8.030 
3.80999999999996,-61.101 ,-137.888 ,-70.142 ,187.849 ,57.307 ,48.286 ,-81.980 ,-18.559 ,-20.401 
3.81999999999996,-40.802 ,-129.661 ,-65.495 ,173.441 ,90.343 ,28.866 ,-74.705 ,13.769 ,-22.870 
3.82999999999996,-15.164 ,-115.783 ,-56.514 ,158.365 ,126.049 ,21.942 ,-73.239 ,40.592 ,-31.790 
3.83999999999996,9.610 ,-109.111 ,-46.639 ,143.521 ,162.778 ,6.841 ,-71.975 ,75.215 ,-61.668 
3.84999999999996,30.614 ,-107.528 ,-38.431 ,121.748 ,200.887 ,6.303 ,-62.932 ,125.742 ,-103.054 
3.85999999999996,23.933 ,-143.985 ,-35.579 ,93.625 ,239.011 ,9.596 ,-57.895 ,166.580 ,-116.728 
3.86999999999996,8.775 ,-191.627 ,-40.034 ,71.022 ,274.059 ,16.621 ,-51.200 ,179.759 ,-108.946 
3.87999999999996,-24.231 ,-250.124 ,-46.742 ,61.447 ,305.026 ,13.976 ,-43.001 ,180.984 ,-133.636 
3.88999999999996,-54.446 ,-298.564 ,-47.356 ,60.030 ,335.105 ,7.509 ,-44.460 ,177.801 ,-179.005 
3.89999999999996,-61.279 ,-304.524 ,-40.681 ,61.182 ,367.590 ,-8.631 ,-43.539 ,171.837 ,-197.158 
3.90999999999996,-67.373 ,-286.798 ,-27.633 ,65.401 ,399.320 ,-27.016 ,-33.546 ,161.706 ,-195.474 
3.91999999999996,-39.522 ,-227.156 ,-7.053 ,75.457 ,437.504 ,-53.807 ,-26.396 ,131.950 ,-193.851 
3.92999999999996,-11.382 ,-159.579 ,18.404 ,89.636 ,481.560 ,-88.815 ,-23.352 ,90.912 ,-198.354 
3.93999999999996,7.859 ,-103.909 ,43.153 ,98.758 ,526.969 ,-127.601 ,-19.798 ,68.862 ,-206.476 
3.94999999999996,31.089 ,-53.381 ,60.889 ,92.620 ,571.906 ,-171.079 ,-11.901 ,72.202 ,-193.141 
3.95999999999996,19.336 ,-44.127 ,68.430 ,70.542 ,611.506 ,-208.635 ,2.065 ,79.316 ,-162.833 
3.96999999999996,10.201 ,-39.032 ,66.495 ,37.913 ,640.444 ,-236.891 ,5.749 ,70.546 ,-130.612 
3.97999999999996,4.928 ,-30.674 ,54.442 ,-3.572 ,654.785 ,-266.477 ,-7.142 ,69.072 ,-99.761 
3.98999999999996,4.068 ,-20.678 ,34.502 ,-57.223 ,650.801 ,-288.834 ,-7.475 ,99.599 ,-81.634 
3.99999999999996,38.383 ,26.910 ,13.161 ,-122.629 ,629.331 ,-299.888 ,5.338 ,137.445 ,-66.232 
4.00999999999996,76.079 ,75.763 ,-5.397 ,-190.628 ,591.602 ,-302.909 ,-5.109 ,154.079 ,-35.646 
4.01999999999996,125.242 ,131.322 ,-19.111 ,-250.295 ,539.911 ,-302.613 ,-25.043 ,158.892 ,-5.372 
4.02999999999996,172.621 ,178.420 ,-24.849 ,-298.893 ,476.535 ,-300.661 ,-23.902 ,166.245 ,-3.764 
4.03999999999996,187.569 ,187.318 ,-19.065 ,-339.473 ,399.507 ,-301.226 ,-23.699 ,178.969 ,-33.844 
4.04999999999996,196.928 ,186.282 ,-3.435 ,-373.277 ,330.208 ,-301.944 ,-34.534 ,186.829 ,-58.433 
4.05999999999996,171.696 ,162.222 ,17.368 ,-397.166 ,265.004 ,-307.496 ,-41.480 ,174.968 ,-51.506 
4.06999999999996,141.762 ,136.422 ,41.851 ,-410.431 ,193.018 ,-317.126 ,-54.132 ,157.682 ,-59.997 
4.07999999999996,123.392 ,126.356 ,66.346 ,-418.033 ,125.134 ,-326.035 ,-70.786 ,147.102 ,-111.017 
4.08999999999996,104.281 ,117.151 ,86.543 ,-425.657 ,64.311 ,-342.172 ,-76.436 ,137.152 ,-145.193 
4.09999999999996,115.143 ,119.535 ,100.382 ,-435.728 ,9.300 ,-365.352 ,-85.904 ,132.632 ,-142.725 
4.10999999999996,127.261 ,118.281 ,103.492 ,-447.709 ,-39.278 ,-384.451 ,-110.070 ,124.983 ,-135.658 
4.11999999999996,142.729 ,88.411 ,96.626 ,-459.543 ,-80.013 ,-397.045 ,-128.570 ,109.781 ,-134.506 
4.12999999999996,158.721 ,50.643 ,85.302 ,-471.475 ,-111.885 ,-414.766 ,-128.408 ,99.864 ,-136.642 
4.13999999999996,154.464 ,-11.206 ,70.371 ,-484.647 ,-133.814 ,-435.373 ,-124.146 ,92.359 ,-128.471 
4.14999999999996,146.157 ,-73.444 ,53.341 ,-498.761 ,-146.543 ,-451.486 ,-128.191 ,78.924 ,-100.215 
4.15999999999996,130.716 ,-115.488 ,38.669 ,-512.659 ,-152.625 ,-462.439 ,-130.636 ,65.504 ,-74.051 
4.16999999999996,111.530 ,-139.797 ,29.334 ,-522.676 ,-156.210 ,-471.084 ,-118.910 ,40.535 ,-67.790 
4.17999999999996,107.068 ,-126.661 ,25.297 ,-523.075 ,-160.454 ,-479.760 ,-94.188 ,-6.376 ,-59.383 
4.18999999999996,103.178 ,-94.873 ,23.402 ,-513.646 ,-164.486 ,-491.132 ,-75.682 ,-39.793 ,-51.557 
4.19999999999996,111.717 ,-50.038 ,21.644 ,-496.762 ,-165.840 ,-503.731 ,-75.677 ,-56.706 ,-61.131 
4.20999999999996,116.106 ,-11.043 ,19.520 ,-467.096 ,-168.000 ,-509.882 ,-63.523 ,-91.061 ,-57.636 
4.21999999999995,120.562 ,12.747 ,16.196 ,-415.457 ,-174.395 ,-513.167 ,-31.449 ,-133.231 ,-44.446 
4.22999999999995,116.385 ,17.216 ,12.400 ,-343.250 ,-181.903 ,-521.476 ,-22.646 ,-159.469 ,-48.861 
4.23999999999995,107.203 ,4.721 ,8.740 ,-258.495 ,-185.289 ,-534.998 ,-22.707 ,-159.563 ,-70.294 
4.24999999999995,98.109 ,-12.050 ,5.858 ,-164.810 ,-182.926 ,-540.769 ,-1.099 ,-139.223 ,-69.377 
4.25999999999995,85.217 ,-26.152 ,6.456 ,-64.249 ,-177.527 ,-543.468 ,4.380 ,-126.559 ,-36.549 
4.26999999999995,84.057 ,-30.152 ,11.223 ,36.725 ,-172.231 ,-543.543 ,-0.942 ,-118.781 ,-24.816 
4.27999999999995,88.215 ,-23.272 ,17.263 ,129.629 ,-165.718 ,-539.812 ,16.191 ,-81.505 ,-45.168 
4.28999999999995,101.204 ,-15.128 ,22.786 ,206.727 ,-154.551 ,-532.820 ,16.961 ,-17.541 ,-54.178 
4.29999999999995,122.418 ,-13.086 ,27.759 ,264.271 ,-137.882 ,-523.711 ,-7.943 ,36.080 ,-42.380 
4.30999999999995,145.588 ,-27.638 ,31.154 ,303.656 ,-120.490 ,-505.204 ,-19.221 ,66.189 ,-37.614 
4.31999999999995,171.181 ,-60.408 ,32.242 ,327.988 ,-106.790 ,-465.311 ,-24.334 ,99.569 ,-52.475 
4.32999999999995,200.696 ,-107.673 ,31.829 ,340.153 ,-93.812 ,-419.493 ,-41.556 ,151.808 ,-84.627 
